doc_id,text,label,decision_basis,confidence,error
3318_16,"It would have created fifty brand-new federal bureaucracies, a myriad of new laws and federal penalties, introduced price controls, and put one-seventh of the U.S. economy under--it would have dwarfed almost every other program and have become the third largest entitlement program after Social Security and Medicare. That's the real Clinton """"wish list,"""" the true agenda of this president when it's not an election year: a massive pork barrel spending program. The biggest tax hike in history. The biggest single government power-grab in history.",0,"The text focuses on policy critique and government overreach, characterizing the administration's agenda as a 'power-grab' and 'pork barrel' program. However, it lacks the defining populist element of constructing a moralistic vertical conflict between a virtuous 'people' and a corrupt 'elite.' It does not explicitly or implicitly elevate ordinary citizens, invoke their common sense, or claim to exclusively represent their authentic will, aligning instead with standard partisan policy debate.",85,
1810_11,"So, on this score I say, the American people raise a doubt. The second point: we come to the Paris conference.  The Paris conference, you remember, was the one that Mr. Khrushchev broke up.  He said he broke it up at the time because the President had ordered the U-2 flights, you recall, which were ordered to protect the security of the United States, to get information about whether there was a surprise attack being mounted against the United States, and at that time Mr. Khrushchev demanded that the President of the United States apologize or express regrets for those flights.  The President of the United States refused.",0,"The text recounts a historical diplomatic incident involving the Paris conference and U-2 flights without establishing a moralistic divide between ordinary citizens and a domestic elite. It lacks anti-establishment rhetoric, claims of exclusive representation, or framing of political struggle as a defense of the people against corrupt institutions. The mention of 'the American people' is used in a factual context rather than to position them against a ruling class, failing all inclusion criteria.",95,
1391_5,"We in the Democratic party think there is nothing we cannot do if we want to do it. The Democratic party believes we have not yet finished making our country, that we still have important work to do. We of the Democratic party think of """"the people"""" as living human beings, one by one, individuals with differing ways and talents and hopes, each worth in himself the whole weight of government.",0,"The document lacks a vertical conflict between 'the people' and a corrupt or self-serving elite. It invokes 'the people' to describe citizens as valuable individuals, which aligns with the codebook's edge case rule that such phrasing does not qualify as populism unless positioned in direct opposition to a specific elite group. The text is a standard party statement without anti-establishment rhetoric or moralistic framing.",95,
934_3,"In Illinois, we cleaned up, we disinfected, we fumigated a state government that had been the victim of eight years of magnificent rascality--and I mean Republican rascality. Now, actually it doesn't make any difference whether it is Republican or Democratic rascality; a bad public servant is a bad apple and you throw out a bad apple whatever its variety. That is what I believe and I think that is what we are going to do at every level of our government, if the people are conscious enough of what their responsibility is. But rascals in government are only the uglier practices of wasters in government. Economy is just as important as honesty--for a taxpayer's dollar that is wasted is just as bad as a taxpayer's dollar that is stolen. And here again I lay what I hope is not an immodest claim to some hard and educational experience in making both ends of a government budget meet, in keeping a government lean and trimmed down to an efficient size. I have some idea about that; as the product of practical experience in Illinois, I have learned that economy in government isn't just something that you say you are going to have. You have to grind at it all of the time. You have to grind--everybody--up and down the ladder; the purchasing officers who spend millions of the taxpayers' money, the fellows who deal around in government orders, even the girls who want to use a fresh carbon every time they want to write a letter. It is the same old business day and night. You've got to live it yourself twenty-four hours a day.",1,"The text establishes a clear vertical conflict between ordinary taxpayers and corrupt, wasteful government officials, characterizing the latter as 'rascals' and 'bad apples' who steal or waste taxpayer money. It employs moralistic anti-establishment rhetoric and positions the speaker as defending the practical interests and common sense of the populace against entrenched bureaucratic waste, satisfying all inclusion criteria for populism.",95,
1108_0,"Mr. Chairman, ladies and gentlemen:  If I cannot be heard in the roar I have no objection to your crying """"louder,"""" but I do not want to put any more strain on these poor old vocal chords, that are unaccustomed to the kind and amount of talking I have been doing lately, than I have to.  It is a very, very great pleasure to be here with you this morning. Once before I visited the Republican National Headquarters, but under different circumstances and certainly in accommodations far less commodious than these.",0,"The document is a polite introductory address that mentions personal vocal fatigue and past visits to a political headquarters. It contains no vertical conflict between 'the people' and an 'elite,' lacks moralistic framing, and makes no claims to exclusive representation of the populace. It aligns with conventional political discourse rather than populist rhetoric.",100,
1564_1,And Hubert Humphrey--I know how tough he is. He has made the Vice President of the United States look easy. He is so tough that he chased me all over Wisconsin and all over West Virginia until I finally asked him to run for the Senate again.,0,"The document is a personal anecdote about political campaigning and lacks any vertical conflict between 'the people' and an 'elite.' It contains no moralistic framing, anti-establishment rhetoric, or claims of exclusive representation, failing all inclusion criteria for populism.",100,
1033_17,"But if we deal with this problem foolishly, we risk atomic war, on the one hand, or ignominious surrender, on the other--in either case, the destruction of freedom and civilization. I ask you: to whom should our people entrust the fight against Communism--to those Old Guard Republicans who, on one issue after another, vote the way our enemies like to see them vote? Or to those who have rallied the free world against Communist aggression?",0,"The text presents a conventional partisan and ideological critique contrasting two political factions regarding their stance on fighting Communism. It lacks the core populist elements of a moralistic vertical conflict between 'the people' and a corrupt elite, does not employ anti-establishment rhetoric targeting a ruling class, and frames the political choice as standard electoral competition rather than a defense of ordinary citizens against entrenched power structures.",95,
1016_0,"Mr. Conte, ladies and gentlemen, and boys and girls: I see by that sign down there that Dunkirk is for Stevenson. But I still don't feel that I am wasting my time by coming out here, and I am very grateful to all of you for being here, and to all of these children. I hope you are not cutting school.",0,"The document is a brief, polite campaign greeting that acknowledges local political support and makes a light-hearted remark about school attendance. It contains no vertical conflict between ordinary citizens and a defined elite, lacks moralistic framing of corruption or virtue, and makes no claims to exclusive representation. It represents standard campaign interaction without any populist characteristics.",100,
1665_4,"Mr. Nixon and I have differed completely on this question.  He says that our prestige is at an all time high.  He said it on the debate and I say it has been declining, and this is an important issue.  Now, this morning the papers reveal, and I have the New York Times in my hand, that the Information Service of our state department has been conducting polls throughout ten countries of the world to try to find out their view of the United States.  These polls have been confidential, but the papers evidently got hold of them.  Here is what the headline says, and it really goes to the whole issue of this campaign: """"The U.S. Survey Finds That Others Consider the Soviet the Mightiest.""""  Sub-headline: """"Summer Poll Shows Belief Is Nearly Unanimous Among the Nations Sampled and the Lead Is Expected to Hold, and Some Expect the Gap to Widen.""""",0,"The document presents a conventional partisan disagreement regarding foreign policy and national prestige between the speaker and Mr. Nixon. It lacks any vertical conflict between 'the people' and a corrupt elite, contains no moralistic framing of elites or the populace, and makes no claim to exclusively represent the common will. It aligns with the codebook's instruction to code mere policy debate or partisan disagreement as '0'.",95,
1045_13,"We can make our society ever more productive and more abundant and our people ever more free, but only if we have the purpose, the vision and the determination to do so. We can win peace in the world without a third world war, but only by dedicating our minds and our hearts, our sweat and our blood to that great task for as long as may be necessary. I tell you that the way to our goal is not easy, but the goal is worth the price, for the goal is nothing less than a nation fair and productive beyond our dreams and a world of law and order where men of good will can live together in equal dignity and under God. This is the future that we seek and this is the future for which I know we are willing to work and to sacrifice and to labor with all of our minds and with all of our hearts, and this is the cause to which we call you. We don't call it a crusade--we just call it, """"""""Forward with America.""""""""",0,"The document presents a unifying, aspirational call to action focused on national progress and peace without referencing or attacking any political, economic, or bureaucratic elite. It lacks the required vertical conflict and moralistic framing between a virtuous populace and a corrupt ruling class, instead relying on conventional patriotic and visionary rhetoric that does not meet the codebook's inclusion criteria for populism.",95,
1355_11,We must work out a program that will mean real security--and dignity and meaningfulness--in the lives of our older citizens. There are great unmet needs for more schools and teachers for our children. There are slums to be closed.,0,"The document outlines social policy needs for older citizens, children, and housing but does not construct a moral or antagonistic divide between 'the people' and a corrupt 'elite.' It lacks anti-establishment rhetoric, moralistic framing of a ruling class, and claims of exclusive representation, making it a conventional policy statement rather than populist discourse.",95,
2297_42,"They want a president who will restore their trust in government by trusting them--a leader who will neither distort the truth, nor loan away the government. They ask for a president who will tell them, not just what they want to hear, but what they have a right to know. They want a leadership that will return a basic sense of fairness to government--that will set not one standard for the powerful and one for those without power, but a single standard for us all.",1,"The text constructs a moralistic vertical conflict between ordinary citizens ('them', 'those without power') and a self-serving elite ('the powerful', current government leadership). It condemns double standards and calls for restoring trust and fairness, while asserting exclusive representation of the people's authentic will and rights against entrenched power structures, fully satisfying the codebook's inclusion criteria for populism.",95,
1799_8,"And I want to tell you why.  Because I believe in party responsibility; because I believe that it is not only necessary to elect a Republican president.  It's also necessary to build this party from top to bottom, and we cannot do it unless we all stand together right up and down the line.  And so that's why I do that.  Frankly, if the time ever comes when I'm not proud of my party and proud of the candidates I'm running with, then, of course, the thing for me to do is to get out of the party.",0,"The text focuses on intra-party unity, loyalty, and building the Republican party from top to bottom. It lacks any vertical conflict between 'the people' and a corrupt 'elite', does not employ anti-establishment or moralistic framing, and makes no claims to exclusively represent the common will against entrenched power structures. It is a conventional statement on party discipline rather than populist discourse.",95,
1698_3,"Mr. Nixon may go through the country saying this is the greatest prosperity we have ever had, but I don't think it is good enough.  Mr. Nixon may be satisfied when we build 30 percent less homes this year than last year, Mr. Nixon and the Republicans may be satisfied to defeat medical care for our older citizens, to prevent and fail to support better education for our children, to make it possible for every bright boy and girl to see the inside of a college and develop his talents. The point of the matter is that the Republican party and Mr. Nixon in his fourteen years of association with it have not stood for progress, have not stood for breaking new ground, have not stood for breaking new frontiers, and I believe in the 1960s, if the United States is going to fulfill its potential, if we are going to fulfill the destiny which is in store for us in the sixties, if we are going to be the leader of freedom, we are going to have to move here at home.  I come to Philadelphia and ask your help in this campaign.  This election is the means to an end, and the end is a great, stronger, and growing America.  I come here to Philadelphia and ask your help.  I can assure you that if we are successful that this state and country will move again.",0,"The document presents conventional partisan criticism and policy debate regarding housing, healthcare, and education, contrasting the speaker's vision with that of Mr. Nixon and the Republican party. It lacks the required moralistic framing that characterizes the elite as corrupt or self-serving, and does not construct a vertical conflict between a virtuous ""people"" and a corrupt establishment. The rhetoric focuses on standard electoral competition and policy differences rather than anti-establishment populism, aligning with the codebook's negative example and edge-case rules.",90,
1033_28,"As I have said repeatedly in this campaign, if I find any Communists or fellow travelers or Soviet agents or dupes in our federal government, I will root them out promptly and ruthlessly. In fighting Communists at home, I shall rely on such experienced guardians of our security as J. Edgar Hoover of the Federal Bureau of Investigation and General Bedell Smith of the Central Intelligence Agency. These men fight Communism as it must be fought--with care, thoroughness, precision--and silence.",0,"The text focuses on anti-communism and national security, promising to root out Soviet agents in the federal government while relying on established security figures. It lacks a moralistic vertical conflict between ordinary citizens and a corrupt political elite, does not employ anti-establishment rhetoric targeting the ruling class, and does not claim to exclusively represent the authentic will of the people. Per the codebook's edge case rules, rhetoric targeting ideologies or foreign-linked subversion without framing ordinary citizens against a domestic ruling class does not qualify as populism.",95,
3047_22,"We can do it. We can do it. Let me say this. There'll be a lot of talk about change in this election. You already heard Governor Cuomo say of all the choices you have in Michigan, only one has ever balanced a government budget, only one has ever taken on lobbyists and resisted the influence of special interests. Only one has never been a part of the Washington special interest crowd. And only one made a real good choice for vice president, Al Gore of Tennessee.",1,"The text explicitly pits ordinary voters against the 'Washington special interest crowd' and 'lobbyists,' framing them as a corrupt elite. It employs anti-establishment rhetoric by positioning the candidate as the authentic representative who has resisted these special interests, satisfying the codebook's criteria for vertical conflict, moralistic framing, and exclusive representation.",95,
1067_11,"I don't believe that these changes in the nature of business have been adequately recognized by everyone in government. I think we must sweep out of the corridors of government, at all levels, national and state, those lingering suspicions which are a holdover from an earlier and very different time.  This is a problem which concerns me very deeply, for I am convinced that both government and business must learn to live together in harmony, before an era of bad temper turns into something infinitely worse. We must avoid at all costs the bitter struggle of class against class, which results inevitably in a drift either to the extreme left or to the extreme right. And you and I know that either kind of drift would end up at the same dreadful destination: a police state with all of the horrors that we have seen in Hitler's Germany and Stalin's Russia.",0,"The document advocates for cooperation between government and business and explicitly warns against class conflict and political extremism. It lacks a moralistic people-vs-elite dichotomy, anti-establishment rhetoric, or claims to exclusively represent the common will against a corrupt ruling class. Instead, it focuses on institutional adaptation and avoiding totalitarian drift, which aligns with conventional political discourse rather than populism.",95,
1328_16,Their technique has been ingenious and ruthless. They have done on the infighting what they couldn't do in the open. They say they believe in public housing! But they put a declared enemy of public housing in charge of the public housing program.,0,"The document lacks the required vertical conflict, moralistic framing, and exclusive representation central to the codebook's definition. It critiques political infighting and a specific administrative appointment without pitting 'the people' against a corrupt elite or claiming to speak for ordinary citizens. This aligns with standard partisan or policy criticism rather than populist discourse.",95,
2008-09-28-columbus-ohio-7_15,"When it comes time to reach across the aisle and work with members of both parties to get things done for the American people -- my opponent can't name a single occasion in which he fought against his party's leadership to get something done for the country. That is not putting the interests of the country first. The country is looking for leadership. The country is hungry for change. They want a leader who will stand up to entrenched special interests -- in Washington, and on Wall Street. They deserve a president who knows when to put politics aside and act in the best interest of the nation. The choice is clear. You have my word. I will always put this country first.",1,"The text explicitly constructs a vertical conflict between 'the country'/'American people' and 'entrenched special interests' in Washington and Wall Street. It employs anti-establishment rhetoric by promising to stand up to these elites and claims exclusive representation of the nation's best interests, framing the political struggle as a moral defense of ordinary citizens against corrupt power structures, thereby satisfying all inclusion criteria.",95,
1308_18,"Ladies and gentlemen, already I have been notified by my associates in front of me that I have used up far more than my time.  I do want to thank each of you who has come out here this morning and given me this time from his busy day not only to bring him a greeting but to allow me to express a few of these thoughts that are on my mind as we go through this political campaign.  I haven't anything in shopworn promises to offer you, but I do tell you this:  When this campaign started and we had some smoothly flowing, high sounding language from the opposition as to what they were going to do--I made a pledge.",0,"The text is a standard campaign speech excerpt that contrasts the speaker's pledges with the opposition's rhetoric. It lacks a vertical conflict between 'the people' and a corrupt elite, contains no moralistic framing characterizing opponents as self-serving or illegitimate, and makes no claim to exclusively represent the authentic will or common sense of ordinary citizens. It reflects conventional partisan disagreement rather than populist discourse.",95,
1586_0,"Thank you, Governor, Congressman Burke, Keen Johnson, your next U.S. Senator, and ladies and gentlemen, I come here today to correct a historical misstatement.  Richard M. Nixon stood in this very same spot and claimed Thomas Jefferson as a Republican.  Not on his best day.  I am going to get him back.  Thomas Jefferson is a Democrat.",0,"The text is a brief historical and partisan remark correcting a claim about Thomas Jefferson's party affiliation. It lacks any vertical conflict between 'the people' and a corrupt 'elite,' does not employ anti-establishment rhetoric, and contains no moralistic framing of ordinary citizens versus a ruling class.",98,
1300_38,"A: You know, fortunately, Mr. Nagel, this morning there was a very significant item in the paper. It was this: There was quoted a top-secret document of the American Defense Department. How it got there, we will never know probably. But that top-secret document brought out one fact that really answers your question. It was this. There was a military estimate made in September 1947 by military men, and it had this conclusion: The military occupation of South Korea is not essential to the military security of the United States of America.",0,"The text discusses a historical military assessment regarding South Korea and lacks any moralistic division between 'the people' and a corrupt elite. It contains no anti-establishment rhetoric, does not claim to represent the authentic will of ordinary citizens, and focuses solely on a policy-related historical reference, failing to meet any of the codebook's inclusion criteria for populism.",95,
3246_36,"Folks, those senators get a long term. They get six years. That's longer than the president gets. And they get to run more than once which means they get to serve longer than a president can serve. And there's something I think you all ought to think about, whatever your party or philosophy is--when you look at somebody who wants to go to the Senate and says, give me a six-year term and, by the way, I might ask you for another one and I might ask you for another one after that--you have to imagine what will happen to this person in those six years. Does this person have the capacity to continue to absorb all the changes that are going on in America, to feel the needs of all the people in this country, to understand when to say yes and when to say no, and to grow into greatness in that role?",1,"The text establishes a vertical conflict between ordinary citizens ('Folks', 'all the people') and the political elite ('senators'). It characterizes long-serving politicians as potentially out-of-touch and disconnected from the needs of the populace, satisfying the codebook's criteria for moralistic framing and anti-establishment rhetoric.",80,
1378_35,What does Mr. Eisenhower propose then? That we go ahead with the development of the cobalt bomb to try to gain another advantage? A force that can shake the earth's axis.,0,"The document is a rhetorical question regarding a specific military technology proposal by a political leader. It lacks any vertical conflict between 'the people' and a defined elite, contains no moralistic framing characterizing leaders as corrupt or citizens as virtuous, and makes no claim to exclusively represent the common will. It represents a standard policy or military inquiry rather than populist discourse.",95,
1127_31,"I will not support any amendments which weaken the rights of working men and women.  In seeking desirable amendments, I will ask the advice and suggestions of all groups--public, management, and labor.  And, gentlemen, I assure you that this invitation of mine will be genuine and in good faith.  It will not be one of those empty theatrical gestures so often made in recent years.  In my own mind I have complete confidence that this job of amending the law can be worked out so that no fair-minded member of your group will consider the results unreasonable.  No such legislation must ever be regarded as final, and in considering amendments to labor legislation, labor will have an equal voice.  It is the American way to take what we have and constantly seek to make it better.",0,"The text focuses on labor legislation and invites input from various stakeholders without constructing a moralistic divide between the people and a corrupt elite. It lacks anti-establishment rhetoric, vertical conflict, or claims of exclusive representation against an entrenched power structure, aligning with standard policy debate rather than populism.",95,
1398_34,"We cannot prove wise and strong by any such simple device as suspending, unilaterally, our H-bomb tests. Our atomic knowledge and power have forged the saving shield of freedom. And the future use and control of atomic power can be assured, not by any theatrical national gesture, but only by explicit and supervised international agreements.",0,"The document discusses nuclear policy and international agreements, focusing on strategic pragmatism rather than a moralistic divide between ordinary citizens and a corrupt elite. It lacks any reference to 'the people,' anti-establishment rhetoric, or claims of exclusive representation, aligning with the codebook's exclusion of mere policy debates or foreign policy discussions.",95,
